City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Doraha,IN,2021-05-26 23:56:46,30.8167,76.0167,79.97,33,0,5.1
294,Avera,US,2021-05-26 23:56:47,33.194,-82.5271,89.71,49,27,9.28
295,Loding,NO,2021-05-26 23:56:47,67.3,14.75,48.11,68,0,1.99
296,Dingle,PH,2021-05-26 23:52:34,10.9995,122.6711,84.2,73,28,4.45
297,Coolum Beach,AU,2021-05-26 23:56:47,-26.5333,153.1,74.34,60,5,9.57
298,Byron Bay,AU,2021-05-26 23:56:48,-28.65,153.6167,70.05,66,67,12.28
299,Mount Gambier,AU,2021-05-26 23:51:50,-37.8333,140.7667,53.51,87,40,6.91
300,Ransang,PH,2021-05-26 23:56:48,8.9603,117.5828,82.15,77,84,1.99
301,Muzhi,RU,2021-05-26 23:56:48,65.3667,64.6667,36.27,58,82,9.6
302,Leningradskiy,RU,2021-05-26 23:56:49,69.3833,178.4167,34.97,84,24,6.35
303,Mecca,SA,2021-05-26 23:56:49,21.4267,39.8261,87.15,40,5,3.49
304,Grindavik,IS,2021-05-26 23:56:49,63.8424,-22.4338,48.15,81,75,28.9
305,Moose Factory,CA,2021-05-26 23:56:50,51.2585,-80.6094,41.0,70,90,19.57
306,Harper,LR,2021-05-26 23:56:50,4.375,-7.7169,79.7,84,69,6.38
307,Madera,US,2021-05-26 23:56:50,37.1666,-119.8343,91.0,15,44,1.99
308,Mehtar Lam,AF,2021-05-26 23:56:51,34.6714,70.2094,73.96,21,0,7.58
309,Haapiti,PF,2021-05-26 23:56:51,-17.5667,-149.8667,82.13,74,19,8.9
310,Sao Miguel Do Araguaia,BR,2021-05-26 23:56:44,-13.275,-50.1628,79.2,42,63,3.58
311,Marihatag,PH,2021-05-26 23:56:51,8.7936,126.2969,80.78,81,51,1.86
312,Berlevag,NO,2021-05-26 23:56:51,70.8578,29.0864,38.14,78,49,10.85
313,Kyzyl-Suu,KG,2021-05-26 23:56:52,42.3414,78.0056,56.08,46,74,6.91
314,Kloulklubed,PW,2021-05-26 23:56:52,7.0419,134.2556,82.9,75,88,10.74
315,Porto Novo,BJ,2021-05-26 23:56:53,6.4965,2.6036,81.43,82,99,8.37
316,Gejiu,CN,2021-05-26 23:56:53,23.306,103.1635,60.64,88,86,2.66
317,Shaoyang,CN,2021-05-26 23:56:53,27.2315,111.4525,70.09,90,100,3.15
318,Vyartsilya,RU,2021-05-26 23:56:54,62.1764,30.693,42.57,98,100,5.28
319,Narsaq,GL,2021-05-26 23:56:54,60.9167,-46.05,36.5,99,100,3.02
320,Sorland,NO,2021-05-26 23:51:54,67.667,12.6934,43.66,84,29,21.14
321,Blythe,US,2021-05-26 23:56:54,33.6103,-114.5964,99.03,5,20,13.91
322,Cockburn Town,TC,2021-05-26 23:56:55,21.4612,-71.1419,79.2,78,3,16.33
323,Chisindia,RO,2021-05-26 23:56:55,46.2833,22.1,48.99,92,2,2.44
324,Jalu,LY,2021-05-26 23:56:55,29.0331,21.5482,77.9,27,0,9.82
325,Bella Union,UY,2021-05-26 23:56:56,-30.2752,-57.6007,56.3,76,11,1.54
326,Ouesso,CG,2021-05-26 23:52:05,1.6136,16.0517,71.92,96,78,0.4
327,Lucea,JM,2021-05-26 23:56:56,18.451,-78.1736,84.06,82,74,14.05
328,Umm Lajj,SA,2021-05-26 23:56:56,25.0213,37.2685,87.8,39,0,8.57
329,Rawson,AR,2021-05-26 23:56:57,-43.3002,-65.1023,51.94,62,100,4.79
330,Souillac,MU,2021-05-26 23:56:57,-20.5167,57.5167,71.37,100,40,3.0
331,Bitung,ID,2021-05-26 23:56:57,1.4451,125.1824,81.45,79,43,8.81
332,Abu Samrah,SY,2021-05-26 23:56:58,35.3029,37.1841,71.35,39,0,4.92
333,Teguise,ES,2021-05-26 23:56:58,29.0605,-13.564,62.82,68,40,14.83
334,Yar,RU,2021-05-26 23:56:58,58.249,52.1026,43.7,78,97,4.16
335,Verkhovazhye,RU,2021-05-26 23:56:59,60.7472,42.0465,41.77,73,100,7.99
336,Kutum,SD,2021-05-26 23:56:59,14.2,24.6667,74.68,47,87,5.3
337,Kingsville,US,2021-05-26 23:56:59,27.5159,-97.8561,86.09,75,58,3.0
338,Makakilo City,US,2021-05-26 23:56:59,21.3469,-158.0858,83.61,60,19,9.89
339,Letychiv,UA,2021-05-26 23:57:00,49.3826,27.6305,50.38,91,4,4.94
340,Norman Wells,CA,2021-05-26 23:57:00,65.282,-126.8329,55.44,44,75,10.36
341,Srednekolymsk,RU,2021-05-26 23:57:00,67.45,153.6833,59.54,39,84,13.73
342,Port-Gentil,GA,2021-05-26 23:57:01,-0.7193,8.7815,80.56,89,90,10.36
343,Safaga,EG,2021-05-26 23:57:01,26.7292,33.9365,84.15,37,0,8.77
344,La Asuncion,VE,2021-05-26 23:57:01,11.0333,-63.8628,82.13,74,45,13.22
345,Svirstroy,RU,2021-05-26 23:57:02,60.7999,33.7248,42.33,97,100,2.93
346,Kawanishi,JP,2021-05-26 23:57:02,34.8167,135.4167,60.58,91,75,13.8
347,Tokur,RU,2021-05-26 23:57:02,53.1333,132.9,45.57,60,100,0.78
348,Erenhot,CN,2021-05-26 23:57:03,43.6475,111.9767,49.53,69,69,31.07
349,Bantogon,PH,2021-05-26 23:57:03,6.5333,124.0333,81.59,76,63,0.54
350,Anadyr,RU,2021-05-26 23:57:03,64.75,177.4833,52.3,40,0,18.7
351,Ilulissat,GL,2021-05-26 23:57:03,69.2167,-51.1,48.65,54,92,19.04
352,Fallon,US,2021-05-26 23:52:59,39.4735,-118.7774,76.42,15,40,6.91
353,Grand Gaube,MU,2021-05-26 23:57:04,-20.0064,57.6608,71.38,80,8,1.99
354,San Quintin,MX,2021-05-26 23:57:04,30.4833,-115.95,64.89,72,99,15.01
355,Coos Bay,US,2021-05-26 23:57:04,43.3665,-124.2179,67.32,74,66,6.4
356,Sao Jose Da Coroa Grande,BR,2021-05-26 23:57:05,-8.8978,-35.1478,77.52,77,10,11.14
357,Hays,US,2021-05-26 23:57:05,30.0502,-98.0336,87.03,64,62,5.01
358,Sept-Iles,CA,2021-05-26 23:57:05,50.2001,-66.3821,45.25,97,90,3.0
359,Avanigadda,IN,2021-05-26 23:57:06,16.0215,80.9181,87.69,49,100,11.65
360,La Salle,US,2021-05-26 23:57:06,41.3334,-89.0918,80.98,44,1,12.66
361,Bustamante,MX,2021-05-26 23:57:06,26.5333,-100.5,94.86,35,7,13.22
362,Tashla,RU,2021-05-26 23:57:07,51.7716,52.7427,56.84,63,8,13.71
363,Cururupu,BR,2021-05-26 23:57:07,-1.8283,-44.8683,75.99,92,19,2.77
364,Eenhana,NA,2021-05-26 23:57:07,-17.4667,16.3333,56.95,50,0,7.09
365,Valparaiso,CL,2021-05-26 23:56:12,-33.0393,-71.6273,58.64,72,0,10.94
366,Coihaique,CL,2021-05-26 23:57:08,-45.5752,-72.0662,46.35,81,90,0.0
367,Polunochnoye,RU,2021-05-26 23:57:08,60.8697,60.4153,38.62,79,98,5.75
368,Mamallapuram,IN,2021-05-26 23:57:08,12.6264,80.1722,87.06,60,85,12.41
369,Manzhouli,CN,2021-05-26 23:57:08,49.6,117.4333,52.25,52,14,4.14
370,Konstantinovka,RU,2021-05-26 23:57:09,49.6167,127.9833,54.73,67,10,3.0
371,Jojoima,SL,2021-05-26 23:57:09,7.8792,-10.7878,71.47,97,98,0.2
372,Hidalgo,MX,2021-05-26 23:57:09,20.5,-99.0,71.24,58,100,13.58
373,Rawa Mazowiecka,PL,2021-05-26 23:57:10,51.7644,20.2549,54.55,90,100,7.11
374,Tura,IN,2021-05-26 23:57:10,25.5198,90.2201,73.6,84,84,5.66
375,Tazovskiy,RU,2021-05-26 23:57:10,67.4667,78.7,28.63,80,32,5.75
376,Lahaina,US,2021-05-26 23:57:11,20.8783,-156.6825,82.81,72,12,8.55
377,Belmonte,BR,2021-05-26 23:57:11,-15.8631,-38.8828,77.5,76,0,4.83
378,Tevaitoa,PF,2021-05-26 23:57:11,-16.7833,-151.5,81.45,70,18,11.95
379,Ponta Delgada,PT,2021-05-26 23:57:11,37.7333,-25.6667,59.72,82,20,9.22
380,Beloha,MG,2021-05-26 23:57:12,-25.1667,45.05,62.91,96,1,4.83
381,Tuy Hoa,VN,2021-05-26 23:57:12,13.0833,109.3,79.83,82,92,3.36
382,Durban,ZA,2021-05-26 23:52:43,-29.8579,31.0292,64.02,93,53,3.0
383,Taltal,CL,2021-05-26 23:57:12,-25.4,-70.4833,66.81,65,98,6.26
384,Lillooet,CA,2021-05-26 23:57:13,50.6856,-121.942,68.76,35,100,7.16
385,Chifeng,CN,2021-05-26 23:57:13,42.2683,118.9636,61.63,38,20,5.91
386,Qarchi Gak,AF,2021-05-26 23:57:13,37.04,66.7889,78.03,20,16,9.62
387,Alofi,NU,2021-05-26 23:57:14,-19.0595,-169.9187,75.09,100,75,6.91
388,Taoudenni,ML,2021-05-26 23:57:14,22.6783,-3.9836,96.33,17,100,3.56
389,Shu,KZ,2021-05-26 23:57:14,43.5983,73.7614,70.23,74,94,8.01
390,Stuttgart,DE,2021-05-26 23:57:15,48.7823,9.177,50.58,89,40,6.15
391,La Palma,US,2021-05-26 23:56:13,33.8464,-118.0467,88.03,66,20,7.0
392,Tezu,IN,2021-05-26 23:57:15,27.9167,96.1667,75.47,98,100,2.33
393,Bardiyah,LY,2021-05-26 23:57:15,31.7561,25.0865,70.47,67,0,11.12
394,Yenagoa,NG,2021-05-26 23:57:15,4.9247,6.2642,76.78,95,100,2.51
395,Saint George,US,2021-05-26 23:57:10,37.1041,-113.5841,93.67,10,92,4.0
396,Yichang,CN,2021-05-26 23:57:16,30.7144,111.2847,68.85,80,98,4.85
397,Talara,PE,2021-05-26 23:57:16,-4.5772,-81.2719,70.56,88,75,14.97
398,Primorsk,UA,2021-05-26 23:57:16,46.7348,36.3443,63.66,64,32,6.58
399,Nokaneng,BW,2021-05-26 23:57:17,-19.6667,22.2667,53.55,49,0,6.31
400,Manggar,ID,2021-05-26 23:57:17,-2.8833,108.2667,83.66,78,71,8.66
401,Albesti,RO,2021-05-26 23:57:17,47.7,27.0667,63.01,92,20,2.62
402,Vanimo,PG,2021-05-26 23:57:18,-2.6741,141.3028,83.39,72,99,1.21
403,Ambilobe,MG,2021-05-26 23:53:41,-13.2,49.05,67.28,93,1,2.64
404,Esmeraldas,BR,2021-05-26 23:57:18,-19.7625,-44.3139,72.64,84,34,2.75
405,Garelochhead,GB,2021-05-26 23:57:18,56.082,-4.8291,48.0,96,50,0.89
406,Ushtobe,KZ,2021-05-26 23:57:19,45.2514,77.9838,68.34,44,98,9.44
407,Abonnema,NG,2021-05-26 23:57:19,4.7084,6.7931,77.29,92,100,2.77
408,Tutoia,BR,2021-05-26 23:57:19,-2.7619,-42.2744,80.42,80,60,6.73
409,Honningsvag,NO,2021-05-26 23:57:19,70.9821,25.9704,39.43,75,55,10.02
410,Ust-Kuyga,RU,2021-05-26 23:57:20,70.0167,135.6,57.6,48,54,16.46
411,Walla Walla,US,2021-05-26 23:57:20,46.0646,-118.343,81.21,35,25,1.99
412,Darnah,LY,2021-05-26 23:57:20,32.767,22.6367,70.61,61,3,14.05
413,Port Hedland,AU,2021-05-26 23:57:21,-20.3167,118.5667,69.85,40,56,8.05
414,Kirensk,RU,2021-05-26 23:57:21,57.7853,108.1119,35.73,78,97,8.55
415,Buluang,PH,2021-05-26 23:52:50,13.3068,123.3425,84.79,74,95,1.9
416,Cartagena,CO,2021-05-26 23:53:25,10.3997,-75.5144,83.82,79,20,11.5
417,Maneadero,MX,2021-05-26 23:57:21,31.7167,-116.5667,69.19,73,30,4.0
418,Te Anau,NZ,2021-05-26 23:57:22,-45.4167,167.7167,49.53,76,100,5.84
419,Kirakira,SB,2021-05-26 23:57:22,-10.4544,161.9205,80.56,68,99,11.41
420,Altay,CN,2021-05-26 23:57:22,47.8667,88.1167,70.39,32,0,5.66
421,Aleksandrovskoye,RU,2021-05-26 23:57:23,44.7142,43.0008,55.54,85,100,10.0
422,Kyrksaeterora,NO,2021-05-26 23:57:23,63.2906,9.0891,50.09,82,31,3.2
423,Miyako,JP,2021-05-26 23:57:23,39.6367,141.9525,60.57,65,100,7.36
424,Hovd,MN,2021-05-26 23:57:24,48.0056,91.6419,63.14,38,2,1.52
425,Saint-Louis,SN,2021-05-26 23:57:24,16.3333,-15.0,87.44,26,83,15.84
426,Port Blair,IN,2021-05-26 23:57:24,11.6667,92.75,78.84,94,75,6.91
427,Stromness,GB,2021-05-26 23:57:25,58.965,-3.296,48.16,80,100,9.04
428,Kissidougou,GN,2021-05-26 23:57:25,9.1848,-10.0999,68.97,92,92,3.09
429,Kafanchan,NG,2021-05-26 23:57:25,9.5833,8.3,71.49,85,59,4.99
430,Bafra,TR,2021-05-26 23:57:25,41.5678,35.9069,55.11,74,54,3.89
431,Keetmanshoop,NA,2021-05-26 23:57:26,-26.5833,18.1333,65.32,29,10,8.05
432,Oleksandrivka,UA,2021-05-26 23:57:26,48.9634,32.2349,64.13,79,100,2.75
433,Jinchang,CN,2021-05-26 23:57:26,38.4953,102.1739,68.99,18,0,7.2
434,Portoferraio,IT,2021-05-26 23:57:27,42.8115,10.3146,59.09,69,75,8.14
435,Ulladulla,AU,2021-05-26 23:57:27,-35.35,150.4667,57.87,49,0,4.25
436,Vardo,NO,2021-05-26 23:57:27,70.3705,31.1107,38.39,82,29,14.41
437,Haian,CN,2021-05-26 23:57:27,32.5436,120.45,71.98,84,96,10.25
438,Waddan,LY,2021-05-26 23:57:28,29.1614,16.139,77.14,31,0,3.69
439,High Prairie,CA,2021-05-26 23:57:28,55.4334,-116.4858,65.5,58,100,12.21
440,Luena,AO,2021-05-26 23:57:28,-11.7833,19.9167,51.64,63,0,3.83
441,Nakamura,JP,2021-05-26 23:57:29,32.9833,132.9333,61.63,98,100,4.21
442,Margate,GB,2021-05-26 23:57:29,51.3813,1.3862,51.51,80,92,1.01
443,Kununurra,AU,2021-05-26 23:57:29,-15.7667,128.7333,78.17,33,71,20.13
444,Bodden Town,KY,2021-05-26 23:57:30,19.2833,-81.25,86.0,59,20,1.01
445,Kitimat,CA,2021-05-26 23:57:30,54.0524,-128.6534,49.91,87,100,1.68
446,Goderich,CA,2021-05-26 23:57:30,43.7501,-81.7165,58.03,67,90,14.97
447,Coffs Harbour,AU,2021-05-26 23:57:30,-30.3,153.1333,62.56,73,3,13.8
448,Williams Lake,CA,2021-05-26 23:52:53,52.1415,-122.1445,60.37,43,90,8.01
449,Agirish,RU,2021-05-26 23:57:31,61.9247,63.0231,35.73,72,88,8.93
450,Palamos,ES,2021-05-26 23:57:31,41.8484,3.1291,63.21,20,66,5.77
451,Labuan,MY,2021-05-26 23:57:31,5.2767,115.2417,80.96,88,20,0.0
452,Coahuayana,MX,2021-05-26 23:57:32,18.7333,-103.6833,84.54,59,100,5.64
453,Belyy Yar,RU,2021-05-26 23:57:32,53.6039,91.3903,51.69,87,0,4.32
454,Broome,US,2021-05-26 23:52:46,42.2506,-75.833,71.46,88,90,1.01
455,Kolvereid,NO,2021-05-26 23:57:32,64.8655,11.6047,49.01,71,32,8.46
456,Kousseri,CM,2021-05-26 23:57:33,12.0769,15.0306,85.19,18,8,2.75
457,Palmer,US,2021-05-26 23:57:33,42.1584,-72.3287,76.71,85,75,3.0
458,Padang,ID,2021-05-26 23:55:29,-0.9492,100.3543,77.05,86,100,4.74
459,Sault Sainte Marie,CA,2021-05-26 23:57:24,46.5168,-84.3333,46.22,57,40,15.12
460,Lac Du Bonnet,CA,2021-05-26 23:57:34,50.2536,-96.0612,42.75,38,8,8.57
461,Kumluca,TR,2021-05-26 23:57:34,36.3703,30.2869,74.41,59,2,2.04
462,Catanzaro,IT,2021-05-26 23:57:34,38.8908,16.5987,57.56,63,2,9.53
463,Isangel,VU,2021-05-26 23:57:34,-19.55,169.2667,73.51,88,75,5.75
464,Fort Frances,CA,2021-05-26 23:56:58,48.5999,-93.4003,53.17,47,24,4.0
465,Mbamba,NG,2021-05-26 23:57:35,9.9833,13.1,76.57,70,39,3.06
466,Guthrie,US,2021-05-26 23:57:35,35.8789,-97.4253,87.69,81,37,17.67
467,Kavaratti,IN,2021-05-26 23:57:35,10.5669,72.642,83.41,74,100,16.17
468,Acarau,BR,2021-05-26 23:53:48,-2.8856,-40.12,79.48,81,36,14.81
469,Vagamo,NO,2021-05-26 23:57:36,61.8751,9.0967,44.35,79,68,3.49
470,Umba,RU,2021-05-26 23:57:36,66.6871,34.3429,34.3,77,35,3.94
471,Carauari,BR,2021-05-26 23:57:36,-4.8828,-66.8958,73.89,96,46,1.05
472,Verkh-Usugli,RU,2021-05-26 23:57:37,52.7,115.1667,50.7,53,79,1.63
473,Karratha,AU,2021-05-26 23:57:37,-20.7377,116.8463,72.81,56,28,20.09
474,Faxinal,BR,2021-05-26 23:57:37,-24.0003,-51.3194,57.09,59,82,2.42
475,Yulara,AU,2021-05-26 23:57:38,-25.2406,130.9889,48.04,66,10,10.36
476,Vila Franca Do Campo,PT,2021-05-26 23:57:38,37.7167,-25.4333,59.41,80,90,8.9
477,Sobolevo,RU,2021-05-26 23:57:38,54.4299,31.8996,47.53,88,9,3.71
478,Branistea,RO,2021-05-26 23:57:39,44.6833,25.5833,62.04,95,100,11.36
479,Juneau,US,2021-05-26 23:53:13,58.3019,-134.4197,50.85,81,97,1.3
480,Le Port,RE,2021-05-26 23:57:39,-20.9373,55.2919,69.8,82,16,2.42
481,Laurel,US,2021-05-26 23:57:39,39.0993,-76.8483,79.47,89,1,0.0
482,Basco,PH,2021-05-26 23:57:40,20.4487,121.9702,85.82,73,25,12.57
483,Rehoboth,NA,2021-05-26 23:57:40,-23.3167,17.0833,56.34,34,0,5.55
484,Sorgun,TR,2021-05-26 23:57:40,39.8101,35.186,51.58,79,0,5.1
485,Agadez,NE,2021-05-26 23:57:41,19.75,10.25,84.65,6,0,6.55
486,Arroio Grande,BR,2021-05-26 23:57:41,-32.2375,-53.0869,53.58,78,56,6.6
487,Khategaon,IN,2021-05-26 23:57:41,22.6,76.9167,86.41,49,90,11.79
488,Lakes Entrance,AU,2021-05-26 23:57:42,-37.8811,147.981,55.18,66,79,18.23
489,Teya,RU,2021-05-26 23:57:42,60.3778,92.6267,38.79,65,65,3.33
490,Roma,US,2021-05-26 23:55:41,43.2128,-75.4557,71.38,90,90,8.05
491,Natal,BR,2021-05-26 23:57:42,-5.795,-35.2094,77.65,78,20,11.59
492,Kavieng,PG,2021-05-26 23:57:43,-2.5744,150.7967,81.12,81,100,7.05
493,Matara,LK,2021-05-26 23:57:43,5.9485,80.5353,79.2,85,98,18.63
494,Kaniama,CD,2021-05-26 23:57:43,-7.5667,24.1833,62.13,51,0,4.74
495,Nagato,JP,2021-05-26 23:57:44,34.3833,131.2,60.75,91,100,11.43
496,Hot Springs,US,2021-05-26 23:57:44,34.5037,-93.0552,85.35,61,51,1.01
497,Makat,KZ,2021-05-26 23:57:44,47.6469,53.3463,72.86,46,87,16.73
498,Chillan,CL,2021-05-26 23:52:51,-36.6066,-72.1034,57.52,88,57,3.0
499,Sechura,PE,2021-05-26 23:57:45,-5.5569,-80.8222,72.66,76,24,15.86
500,Worland,US,2021-05-26 23:57:45,44.0169,-107.9554,62.6,63,27,5.99
501,Port Shepstone,ZA,2021-05-26 23:57:45,-30.7414,30.455,63.95,84,55,6.69
502,Ciudad Bolivar,VE,2021-05-26 23:57:46,8.1222,-63.5497,77.85,81,100,11.25
503,Kobe,JP,2021-05-26 23:57:46,34.6913,135.183,60.48,91,75,16.11
504,Bontang,ID,2021-05-26 23:57:46,0.1333,117.5,79.7,85,31,2.8
505,Kabinda,CD,2021-05-26 23:57:46,-6.1333,24.4833,64.71,58,17,3.74
506,Dali,CN,2021-05-26 23:57:47,25.7,100.1833,64.6,90,87,1.95
507,Bafq,IR,2021-05-26 23:57:47,31.6128,55.4107,73.58,33,0,3.18
508,Molina,CL,2021-05-26 23:57:47,-35.1167,-71.2833,55.36,94,11,2.98
509,Skibotn,NO,2021-05-26 23:57:48,69.3913,20.2679,39.29,79,32,6.24
510,Aberdeen,GB,2021-05-26 23:53:41,57.1437,-2.0981,48.69,88,90,13.8
511,Egvekinot,RU,2021-05-26 23:57:48,66.3167,-179.1667,42.15,42,9,16.08
512,Hinton,CA,2021-05-26 23:57:48,53.4001,-117.5857,64.44,40,98,7.9
513,Nalut,LY,2021-05-26 23:57:49,30.3333,10.85,79.61,23,26,14.36
514,Zhigansk,RU,2021-05-26 23:57:49,66.7697,123.3711,55.38,66,87,12.82
515,Russell,US,2021-05-26 23:53:32,32.3502,-85.1999,87.08,49,1,4.92
516,Ngaoundere,CM,2021-05-26 23:57:49,7.3167,13.5833,64.38,90,98,3.47
517,Havelock,US,2021-05-26 23:57:50,34.8791,-76.9013,79.99,81,89,5.01
518,Saint-Leu,RE,2021-05-26 23:57:50,-21.15,55.2833,68.86,79,9,1.21
519,Jacareacanga,BR,2021-05-26 23:57:50,-6.2222,-57.7528,76.33,71,67,1.23
520,Kronshtadt,RU,2021-05-26 23:57:50,59.9936,29.7736,46.65,93,43,10.85
521,Bambanglipuro,ID,2021-05-26 23:57:51,-7.95,110.2833,78.53,81,98,5.3
522,Sur,OM,2021-05-26 23:57:51,22.5667,59.5289,90.7,39,11,9.26
523,Tilichiki,RU,2021-05-26 23:57:51,60.4667,166.1,35.47,99,100,4.5
524,Iqaluit,CA,2021-05-26 23:57:52,63.7506,-68.5145,33.53,64,75,5.01
525,Dakar,SN,2021-05-26 23:57:52,14.6937,-17.4441,72.48,94,10,18.41
526,Xam Nua,LA,2021-05-26 23:57:52,20.4197,104.0439,71.17,95,85,1.28
527,Marathon,US,2021-05-26 23:57:53,44.9,-89.7668,64.24,55,40,6.6
528,Bom Sucesso,BR,2021-05-26 23:57:53,-21.0331,-44.7581,66.65,55,35,1.34
529,Lompoc,US,2021-05-26 23:57:53,34.6391,-120.4579,75.56,76,75,10.36
530,Rabak,SD,2021-05-26 23:57:54,13.1809,32.74,91.35,11,57,7.36
